new_weight_boxcox,Diameter_boxcox,Length_boxcox,Shell Weight_boxcox,Height_boxcox,Sex_F,Sex_I,Shucked Weight_boxcox,Age_boxcox,Sex_M,Viscera Weight_boxcox
9.352893057767734,0.18714554547055154,0.5223730271770541,3.501807651673956,-0.6547306791425649,True,False,5.308831552578144,2.6778224413277822,False,2.8720785084261125
2.862988948853824,-0.2996017042246443,-0.10679030370906463,0.5069033377878537,-0.9512847721988308,False,False,1.0475296576943824,2.103464004802164,True,0.348153480223446
4.017914588230826,-0.20437553387141277,0.03813114160422345,1.3868775955089623,-0.890334490002713,False,True,1.633327363313162,2.103464004802164,False,0.5381084246593122
6.0761679174881875,-0.1073858823776031,0.18868447132839553,2.789834582610116,-0.890334490002713,True,False,2.435069478184577,2.8338415044007794,False,1.0454172271804083
3.565319172583185,-0.29068508369176077,-0.10679030370906463,0.6224935603859028,-0.9512847721988308,False,True,1.7629051036047316,2.103464004802164,False,0.44475127102480416
10.361664006632319,0.1729803755351431,0.6837254084149192,3.7157122337837136,-0.7408775636526219,True,False,5.689280615152187,2.506769973611751,False,3.393751113251049
7.413366217217925,0.0,0.34006435569636934,2.5733222591255793,-0.7767462554313015,True,False,3.051095092184964,3.4617443244924626,False,2.995530866715023
9.06528587334836,0.012562604013593433,0.37198569565439377,3.6846379799560203,-0.7058500132412924,False,False,4.538847059219524,2.8338415044007794,True,2.739215258155997
13.407415112655912,0.27467661608038285,0.7399315999703185,4.939751150029207,-0.6547306791425649,False,True,7.499689467645744,3.235048983818314,False,4.56629266562036
3.521058713633735,-0.2724444761342765,-0.08404905988602485,0.9159701831522836,-0.7587017910314905,False,True,1.533353673464617,2.3170512971521005,False,0.24792011813634943
1.6896530843294526,-0.3736442702887602,-0.16115238166078613,-0.007780152089227768,-0.993872594702056,False,False,0.2601343815792673,2.103464004802164,True,-0.2645434878067164
8.469589164712943,0.05099922834400731,0.42089102156102637,3.9598743863595556,-0.6215117195203886,True,False,3.5334752861945873,2.8338415044007794,False,2.610017955864021
3.0012350139929365,-0.30838185469591045,-0.1289629959434801,0.6899172002433662,-0.9306052707839257,False,False,1.28953092330728,2.6778224413277822,True,-0.1702095894640884
8.136025295658044,0.07724467563357844,0.43746516627471127,3.3338921993284725,-0.7232634244192859,False,True,4.038966979631803,2.8338415044007794,False,2.246996971344074
6.574171954890647,-0.04899415273935741,0.24758663574672288,2.3486650974166667,-0.8135410416180027,False,True,3.069458879592452,2.9774701894532254,False,2.0514339865586915
13.436890851401591,0.32006402393372907,0.8167488403804718,5.395010056290917,-0.5411201281429004,True,False,7.573194286923883,3.1106949965947726,False,4.194378209737497
12.34496031801137,0.3509186609496101,0.758935160168204,5.420536762805538,-0.6051409169350142,False,False,5.752486272924717,2.8338415044007794,True,4.091654174977313
4.25787247179749,-0.20437553387141277,0.06425172953234434,1.049155462974268,-0.9306052707839257,False,True,2.0182785762501294,2.3170512971521005,False,0.7271604233177444
9.971973170256396,0.10398424556960267,0.574943078370411,4.196720419024952,-0.7058500132412924,False,False,4.67420363517087,2.9774701894532254,True,3.4417996803891793
2.1988960838823206,-0.35021670466261906,-0.2119344764884601,0.3868300670913498,-0.993872594702056,False,True,0.6034939308201176,2.103464004802164,False,-0.13972915069601524
5.473628672614087,-0.18373451929667065,0.11816644391796408,1.7345202493318246,-0.8135410416180027,False,False,2.851384635677037,2.3170512971521005,True,1.2269591210721194
14.12577614195671,0.3509186609496101,0.797343885393196,5.395010056290917,-0.5728482306044173,True,False,8.650552885111871,2.9774701894532254,False,4.199745317479645
3.7335928633479787,-0.2724444761342765,-0.07246573212208397,1.0991676842219338,-0.9102967546556228,False,True,1.4220961636941336,2.103464004802164,False,0.5034571944870976
0.7227645054185161,-0.4298314823794401,-0.3424996735567963,-0.4832206841871785,-1.038336195304482,False,True,-0.2814022422691512,1.8581487339558176,False,-0.883248220997235
7.82704416855791,-0.024748961265481734,0.29320829694550576,2.6969490954216626,-0.7767462554313015,True,False,4.183964927658133,2.6778224413277822,False,2.082037288082802
9.140419958446502,0.0,0.29320829694550576,4.07916574721735,-0.6886286741464904,False,False,3.706374553568851,3.1106949965947726,True,2.610017955864021
8.172151915853043,0.07724467563357844,0.38815115853138443,3.208607659518292,-0.7408775636526219,False,False,3.8586466428838473,2.506769973611751,True,2.356420965378005
11.911077372983996,0.23036828026298764,0.6469261065078497,4.761130981774134,-0.6215117195203886,False,False,6.222805576366886,3.1106949965947726,True,4.064380264676161
12.484364548664674,0.32006402393372907,0.721062049584451,4.8156281100856475,-0.6715913820538952,True,False,6.294292235974685,2.9774701894532254,False,4.316856446687584
5.326209398490216,-0.17321734855597398,0.09093060137451091,1.6565900981773591,-0.8135410416180027,False,True,2.6242198728991712,2.506769973611751,False,0.6396671974413001
5.2593976643338545,-0.11868070601526405,0.06425172953234434,2.4993928043745868,-0.8706964840848636,False,False,1.8885989929519535,2.6778224413277822,True,0.6837244965212249
6.848398567643677,-0.04899415273935741,0.27786373741601783,3.1215530833267944,-0.7587017910314905,False,True,3.184419100472735,2.506769973611751,False,1.7991209943500748
7.311032679523819,-0.024748961265481734,0.29320829694550576,2.6026390535354333,-0.588921531138499,False,True,3.6566605222721993,2.3170512971521005,False,2.0972660998120256
11.926971263536199,0.20143208841248939,0.5927366060583441,5.597424776744703,-0.6380396193144297,True,False,5.697734416483118,3.934971286799498,False,3.2288624467384173
11.74177086770961,0.24501743053248945,0.6837254084149192,4.869800877423582,-0.5728482306044173,False,False,6.234757890437862,3.235048983818314,True,4.058913175459543
8.528325623606017,0.038062519333875916,0.471021253121068,2.9370482503625257,-0.7767462554313015,False,False,4.70766569172767,2.506769973611751,True,2.505819781867888
5.423042790565506,-0.12984686063117243,0.11816644391796408,1.7345202493318246,-0.8706964840848636,False,True,2.435069478184577,2.3170512971521005,False,1.4356045920314604
4.355346739392118,-0.20437553387141277,0.012570185287049266,1.3402837896072692,-0.8135410416180027,True,False,2.010754357603919,3.235048983818314,False,0.5723505042185717
1.9094814653922894,-0.35021670466261906,-0.2216588165181491,0.13044942685718522,-0.9723632487776961,False,True,0.22185204806586298,2.506769973611751,False,-0.2645434878067164
4.832444024749104,-0.16256960668925421,0.05112156667630079,1.4329747780877944,-0.890334490002713,False,True,2.37969233909587,2.6778224413277822,False,1.2082670506024407
8.879588081504606,0.1312156937115506,0.5223730271770541,3.7032978765336586,-0.7587017910314905,False,True,4.630962194869786,2.8338415044007794,False,2.589338298950797
2.7288066994383673,-0.3885551713422779,-0.1818963692909289,0.3745524549838578,-0.9723632487776961,False,True,1.1799059614115732,1.8581487339558176,False,-0.036413961445579145
15.04589053430009,0.4626387632344191,0.9157754171686654,5.496726996037944,-0.556916002905551,True,False,8.480977778100183,2.9774701894532254,False,4.332685894264722
11.63234492119032,0.20143208841248939,0.6287282338538065,4.358535930400164,-0.6215117195203886,False,False,6.186856640853666,2.8338415044007794,True,3.819785799249382
4.372430942315676,-0.20437553387141277,0.03813114160422345,1.7000421320165011,-0.9102967546556228,False,True,1.6085673429533645,2.506769973611751,False,0.6727695462395225
13.888595421701192,0.39809063308358833,0.9563183380331947,6.038817750004359,-0.588921531138499,True,False,7.347600549441179,3.4617443244924626,False,4.290400198511075
7.727962502912445,0.02525021157432379,0.27786373741601783,3.268234619403756,-0.7058500132412924,False,False,3.8155006482797753,2.9774701894532254,True,2.020633062575387
14.381859035395196,0.5290626889500952,0.9563183380331947,6.053219125371793,-0.556916002905551,True,False,7.4504079056743855,2.8338415044007794,False,4.73829727641483
